year,STATE,DISTRICT,ASSESSMENT_UNIT,Recharge,Available,Extraction,Stage 
2022-23,CHHATTISGARH,BIJAPUR,,104.25,93.82,0.13,1.78
2022-23,CHHATTISGARH,BILASPUR,,21058.68,18952.81,780.11,30.66
2022-23,CHHATTISGARH,DANTEWADA,,48.39,43.55,0.12,0.25
2022-23,CHHATTISGARH,DHAMTARI,,47579.38,42821.43,681.77,60.7
2022-23,CHHATTISGARH,DURG,,24744.39,22269.96,516.16,57.48
2022-23,CHHATTISGARH,GARIABAND,,14992.82,13506.61,293.38,57.72
2022-23,CHHATTISGARH,GOURELA-PENDRA-MARWAHI,,2282.49,2054.24,71.29,22.15
2022-23,CHHATTISGARH,JANJGIR-CHAMPA,,29025.3,26122.75,1318.07,19.55
2022-23,CHHATTISGARH,JASHPUR,,1500.67,1350.62,39.9,18.87
2022-23,CHHATTISGARH,KABIRDHAM,,9587.63,8628.88,197.01,67.83
2022-23,CHHATTISGARH,KANKER,,3881.93,3493.72,60.2,18.07
2022-23,CHHATTISGARH,KHAIRAGARH-CHHUIKHADAN_GANDAI,,9508.47,8557.62,137.62,59.7
2022-23,CHHATTISGARH,KONDAGAON,,2274.86,2047.38,50.95,80.44
2022-23,CHHATTISGARH,KORBA,,1502.76,1352.47,33.62,56.38
2022-23,CHHATTISGARH,KOREA,,5282.75,4754.48,42.4,24.65
2022-23,CHHATTISGARH,MAHASAMUND,,20716.87,18645.18,341.15,37.26
2022-23,CHHATTISGARH,MANENDRAGARH-CHIRMIRI_BHARATPUR,,3252.46,2927.21,34.83,32.89
2022-23,CHHATTISGARH,MOHLA-MANPUR_AMBAGARHCHOWKI,,2450.25,2205.22,29.22,75.63
2022-23,CHHATTISGARH,MUNGELI,,9007.18,8106.46,433.13,40.53
2022-23,CHHATTISGARH,NARAYANPUR,,548.03,493.22,7.1,8.57
2022-23,CHHATTISGARH,RAIGARH,,3483.41,3135.07,112.24,17.13
2022-23,CHHATTISGARH,RAIPUR,,32233.85,29010.45,1003.55,59.52
2022-23,CHHATTISGARH,RAJNANDGAON,,12343.19,11108.87,288.91,62.7
2022-23,CHHATTISGARH,SAKTI,,24928.52,22435.67,776.67,30.14
2022-23,CHHATTISGARH,SARANGARH-BILAIRAGH,,9750.01,8775.01,303.69,11.23
2022-23,CHHATTISGARH,SUKMA,,279.45,251.51,1.05,0.41
2022-23,CHHATTISGARH,SURAJPUR,,4079.71,3730.19,109.11,69.66
2022-23,CHHATTISGARH,SURGUJA,,5540.13,4986.11,197.24,36.69
2022-23,DADRA AND NAGAR HAVELI,DADRA NAGAR HAVELI,,2839.57,2555.62,257.85,229.45
2022-23,DAMAN AND DIU,DAMAN,,2936.07,2789.26,0.0,158.84
2022-23,DAMAN AND DIU,DIU,,586.7,557.37,0.0,230.02
2022-23,DELHI,CENTRAL,,0.0,0.0,,
2022-23,DELHI,EAST,,0.0,0.0,,
2022-23,DELHI,NAZUL LAND,,0.0,0.0,,
2022-23,DELHI,NEW DELHI,,0.0,0.0,,
2022-23,DELHI,NORTH,,0.0,0.0,,
2022-23,DELHI,NORTH EAST,,0.0,0.0,,
2022-23,DELHI,NORTH WEST,,0.0,0.0,,
2022-23,DELHI,SHAHDARA,,0.0,0.0,,
2022-23,DELHI,SOUTH,,0.0,0.0,,
2022-23,DELHI,SOUTH EAST,,0.0,0.0,,
2022-23,DELHI,SOUTH WEST,,0.0,0.0,,
2022-23,DELHI,WEST,,0.0,0.0,,
2022-23,GOA,GOA NORTH,,3644.98,2915.99,281.25,16.63
2022-23,GOA,SOUTH GOA,,2714.23,2171.4,198.23,13.96
2022-23,GUJARAT,AHMEDABAD,,45950.2,42428.61,1020.99,87.32
2022-23,GUJARAT,AMRELI,,156349.95,148532.42,1198.3,50.38
2022-23,GUJARAT,ANAND,,116290.84,107500.45,3548.55,22.84
2022-23,GUJARAT,ARVALLI,,90224.12,85712.92,2032.84,41.92
2022-23,GUJARAT,BANASKANTHA,,129235.31,116725.81,4185.04,115.52
2022-23,GUJARAT,BHARUCH,,69274.27,62881.97,1816.17,30.91
2022-23,GUJARAT,BHAVNAGAR,,111978.85,106379.91,3150.66,42.78
2022-23,GUJARAT,BOTAD,,46779.17,44440.22,895.11,50.26
2022-23,GUJARAT,CHHOTA UDEPUR,,59705.45,54790.63,2211.15,39.95
2022-23,GUJARAT,DAHOD,,34223.13,31123.85,2260.84,39.49
2022-23,GUJARAT,DANG,,30442.82,27398.53,486.29,10.0
2022-23,GUJARAT,DEVBHUMI DWARKA,,47787.23,45397.87,1564.01,56.5
2022-23,GUJARAT,GANDHINAGAR,,62956.05,57610.28,1365.0,92.3
2022-23,GUJARAT,GIR SOMNATH,,76007.93,69968.76,2969.9,45.85
2022-23,GUJARAT,JAMNAGAR,,148109.51,140704.02,2398.18,36.42
2022-23,GUJARAT,JUNAGADH,,162145.58,154038.31,3131.48,42.26
2022-23,GUJARAT,KACHCHH,,100885.86,92010.83,1058.16,54.05
2022-23,GUJARAT,KHEDA,,82557.08,74861.05,2856.47,40.34
2022-23,GUJARAT,MAHESANA,,78415.63,71017.8,1436.6,108.2
2022-23,GUJARAT,MAHISAGAR,,31775.56,28598.01,893.43,47.18
2022-23,GUJARAT,MORBI,,73615.16,68870.62,1442.88,45.9
2022-23,GUJARAT,NARMADA,,40537.89,37837.6,539.12,55.79
2022-23,GUJARAT,NAVSARI,,81080.59,75692.43,2671.91,27.14
2022-23,GUJARAT,PANCHMAHAL,,56406.88,52651.77,1518.98,21.81
2022-23,GUJARAT,PATAN,,39717.66,36403.41,916.89,98.74
2022-23,GUJARAT,PORBANDAR,,22809.53,21285.79,518.58,50.1
2022-23,GUJARAT,RAJKOT,,180827.09,171785.74,2515.47,62.85
2022-23,GUJARAT,RANA AND KUTCH,,,,,
2022-23,GUJARAT,SABARKANTHA,,82287.23,74058.51,2027.68,71.31
2022-23,GUJARAT,SURAT,,143594.28,132335.96,18559.73,39.9
2022-23,GUJARAT,SURENDRANAGAR,,82330.67,77547.27,1258.91,47.7
2022-23,GUJARAT,TAPI,,70575.2,63662.32,499.5,32.88
2022-23,GUJARAT,VADODARA,,104271.36,97932.65,6522.31,64.36
2022-23,GUJARAT,VALSAD,,75923.75,68331.39,4298.99,26.56
2022-23,HARYANA,AMBALA,,43885.95,39497.35,7003.16,123.06
2022-23,HARYANA,BHIWANI,,46003.89,41925.28,750.0,106.66
2022-23,HARYANA,CHARKHI DADRI,,20720.56,18648.5,1253.5,125.86
2022-23,HARYANA,FARIDABAD,,13078.57,11770.7,4384.01,200.45
2022-23,HARYANA,FATEHABAD,,71472.65,64700.17,1859.58,182.46
2022-23,HARYANA,GURGAON,,22330.07,20184.14,5124.38,214.0
2022-23,HARYANA,HISAR,,60247.85,55385.7,366.2,88.17
2022-23,HARYANA,JHAJJAR,,36860.94,33393.38,367.38,54.14
2022-23,HARYANA,JIND,,84952.89,78514.77,1729.74,105.27
2022-23,HARYANA,KAITHAL,,47233.48,42761.61,2695.09,193.81
2022-23,HARYANA,KARNAL,,94803.1,85998.31,8629.27,172.93
2022-23,HARYANA,KURUKSHETRA,,41230.67,37324.09,4635.75,226.3
2022-23,HARYANA,MAHENDRAGARH,,22272.0,20044.79,3256.0,146.51
2022-23,HARYANA,MEWAT,,17771.12,15993.99,2062.38,80.22
2022-23,HARYANA,PALWAL,,38617.79,35061.89,2222.25,94.36
2022-23,HARYANA,PANCHKULA,,14215.46,13304.2,1143.18,63.01
2022-23,HARYANA,PANIPAT,,33502.71,30152.43,2249.8,198.16
2022-23,HARYANA,REWARI,,28410.2,26409.34,2032.56,132.81
2022-23,HARYANA,ROHTAK,,33588.06,30229.24,471.18,55.18
2022-23,HARYANA,SIRSA,,60562.73,56015.9,2456.13,148.48
2022-23,HARYANA,SONIPAT,,60257.21,54544.65,2813.01,100.49
2022-23,HARYANA,YAMUNA NAGAR,,62854.63,57192.7,4928.26,138.53
2022-23,HIMACHAL PRADESH,BALH VALLEY,,0.0,0.0,,
2022-23,HIMACHAL PRADESH,CHAUNTRA VALLEY,,0.0,0.0,,
2022-23,HIMACHAL PRADESH,DHARAMSHALA PALAMPUR VALLEY,,0.0,0.0,,
2022-23,HIMACHAL PRADESH,HUM VALLEY,,0.0,0.0,,
2022-23,HIMACHAL PRADESH,KALA AMB VALLEY,,0.0,0.0,,
2022-23,HIMACHAL PRADESH,NALAGARH VALLEY,,0.0,0.0,,
2022-23,HIMACHAL PRADESH,NURPUR & INDAURA vALLEY,,0.0,0.0,,
2022-23,HIMACHAL PRADESH,POANTA VALLEY,,0.0,0.0,,
2022-23,HIMACHAL PRADESH,UNA VALLEY BEAS CATCHMENT,,0.0,0.0,,
2022-23,HIMACHAL PRADESH,UNA VALLEY SUTLEJ CATCHMENT,,0.0,0.0,,
2022-23,JAMMU AND KASHMIR,Anantnag,,11041.94,9937.75,1734.48,19.57
2022-23,JAMMU AND KASHMIR,Baramulla,,0.0,0.0,,
2022-23,JAMMU AND KASHMIR,Budgam,,0.0,0.0,,
2022-23,JAMMU AND KASHMIR,Ganderbal,,0.0,0.0,,
2022-23,JAMMU AND KASHMIR,Kathua,,16700.12,15030.1,6349.25,68.82
2022-23,JAMMU AND KASHMIR,Kulgam,,0.0,0.0,,
2022-23,JAMMU AND KASHMIR,Kupwarar,,0.0,0.0,,
2022-23,JAMMU AND KASHMIR,Ramban,,0.0,0.0,,
2022-23,JAMMU AND KASHMIR,Reasi,,944.31,849.88,470.54,55.37
2022-23,JAMMU AND KASHMIR,Udhampur,,2600.05,2470.05,893.35,36.17
2022-23,JHARKHAND,BOKARO,,0.0,0.0,0.0,0.0
2022-23,JHARKHAND,CHATRA,,0.2,0.18,0.0,0.0
2022-23,JHARKHAND,DEOGHAR,,0.0,0.0,0.0,0.0
2022-23,JHARKHAND,DHANBAD,,0.9,0.81,0.0,0.0
2022-23,JHARKHAND,DUMKA,,97.01,87.31,0.0,0.0
2022-23,JHARKHAND,EAST SINGHBHUM,,0.0,0.0,0.0,0.0
2022-23,JHARKHAND,GARHWA,,5.21,4.69,0.0,0.0
2022-23,JHARKHAND,GIRIDIH,,12.81,11.51,0.0,0.0
2022-23,JHARKHAND,GODDA,,73.71,66.34,0.0,0.0
2022-23,JHARKHAND,GUMLA,,12.88,11.6,0.0,0.0
2022-23,JHARKHAND,HAZARIBAGH,,0.0,0.0,0.0,0.0
2022-23,JHARKHAND,JAMTARA,,15.6,14.04,,
2022-23,JHARKHAND,KHUNTI,,0.0,0.0,0.0,0.0
2022-23,JHARKHAND,KODERMA,,1.12,1.01,,
2022-23,JHARKHAND,LATEHAR,,0.0,0.0,0.0,0.0
2022-23,JHARKHAND,LOHARDAGA,,0.0,0.0,0.0,0.0
2022-23,JHARKHAND,PAKUR,,0.0,0.0,0.0,0.0
2022-23,JHARKHAND,PALAMAU,,18.6,16.74,0.0,0.0
2022-23,JHARKHAND,RAMGARH,,0.0,0.0,0.0,0.0
2022-23,JHARKHAND,RANCHI,,40.53,36.48,0.0,0.0
2022-23,JHARKHAND,SAHEBGANJ,,2.65,2.39,0.0,0.0
2022-23,JHARKHAND,SARAIKELA KHARSAWAN,,1.34,1.2,0.0,0.0
2022-23,JHARKHAND,SIMDEGA,,0.0,0.0,0.0,0.0
2022-23,JHARKHAND,WEST SINGHBHUM,,181.55,163.39,0.0,0.0
2022-23,KARNATAKA,Bagalkot,,46510.89,41859.78,2187.47,40.05
2022-23,KARNATAKA,Ballari,,56832.93,51149.63,1297.99,20.37
2022-23,KARNATAKA,Belagavi,,59679.62,53711.65,4272.17,56.9
2022-23,KARNATAKA,Bengaluru (Rural),,0.0,0.0,,
2022-23,KARNATAKA,Bengaluru (Urban),,0.0,0.0,,
2022-23,KARNATAKA,Bengaluru South,,4999.64,4499.69,248.58,105.85
2022-23,KARNATAKA,Bidar,,4144.66,3748.97,429.02,66.99
2022-23,KARNATAKA,Chamarajanagara,,14236.69,12813.02,585.08,78.5
2022-23,KARNATAKA,Chikkaballapura,,0.0,0.0,,
2022-23,KARNATAKA,Chikkamagaluru,,4372.75,3935.48,70.26,14.38
2022-23,KARNATAKA,Chitradurga,,4225.41,3802.87,194.13,121.11
2022-23,KARNATAKA,Dakshina Kannada,,0.0,0.0,,
2022-23,KARNATAKA,Davanagere,,41372.55,37235.3,2330.7,50.16
2022-23,KARNATAKA,Dharwad,,5496.98,4947.28,296.05,65.6
2022-23,KARNATAKA,Gadag,,15307.96,14053.75,365.24,63.33
2022-23,KARNATAKA,Hassan,,37209.06,33488.15,685.98,35.19
2022-23,KARNATAKA,Haveri,,39196.03,35276.42,650.82,44.26
2022-23,KARNATAKA,Kalburgi,,21688.89,19519.99,1549.08,32.38
2022-23,KARNATAKA,Kodagu,,2757.63,2481.87,11.98,62.19
2022-23,KARNATAKA,Kolara,,0.0,0.0,,
2022-23,KARNATAKA,Koppal,,40583.11,36524.79,1397.5,28.91
2022-23,KARNATAKA,Mandya,,55862.37,50276.14,2706.44,43.98
2022-23,KARNATAKA,Mysuru,,35627.95,32306.46,1282.98,39.85
2022-23,KARNATAKA,Raichur,,57701.77,51931.59,1837.29,31.46
2022-23,KARNATAKA,Shivamogga,,30563.13,27506.81,204.73,19.08
2022-23,KARNATAKA,Tumakuru,,24256.38,21830.74,1401.82,39.13
2022-23,KARNATAKA,Udupi,,0.0,0.0,,
2022-23,KARNATAKA,Uttara Kannada,,0.0,0.0,,
2022-23,KARNATAKA,Vijayanagara,,8374.28,7536.86,305.49,57.42
2022-23,KARNATAKA,Vijayapura,,98284.39,88455.94,4825.03,38.05
2022-23,KARNATAKA,Yadgir,,43703.99,39333.58,1997.57,23.13
2022-23,KERALA,ALAPPUZHA,,0.0,0.0,,
2022-23,KERALA,ERNAKULAM,,0.0,0.0,,
2022-23,KERALA,IDUKKI,,0.0,0.0,,
2022-23,KERALA,KANNUR,,0.0,0.0,,
2022-23,KERALA,KASARGOD,,0.0,0.0,,
2022-23,KERALA,KOLLAM,,0.0,0.0,,
2022-23,KERALA,KOTTAYAM,,0.0,0.0,,
2022-23,KERALA,KOZHIKKODE,,0.0,0.0,,
2022-23,KERALA,MALAPPURAM,,0.0,0.0,,
2022-23,KERALA,PALAKKAD,,0.0,0.0,,
2022-23,KERALA,PATHANAMTHITTA,,0.0,0.0,,
2022-23,KERALA,THIRUVANANTHAPURAM,,0.0,0.0,,
2022-23,KERALA,THRISSUR,,0.0,0.0,,
2022-23,KERALA,WAYANAD,,0.0,0.0,,
2022-23,LADAKH,KARGIL,,0.0,0.0,,
2022-23,LADAKH,LEH,,0.0,0.0,,
2022-23,LAKSHDWEEP,AMINI,,0.0,0.0,,
2022-23,LAKSHDWEEP,ANDROTH,,0.0,0.0,,
2022-23,LAKSHDWEEP,KAVARATTI,,0.0,0.0,,
2022-23,LAKSHDWEEP,KILTAN,,0.0,0.0,,
2022-23,LAKSHDWEEP,MINICOY,,0.0,0.0,,
2022-23,MADHYA PRADESH,AGAR MALWA,,3093.74,2939.05,94.9,21.83
2022-23,MADHYA PRADESH,ALIRAJPUR,,0.0,0.0,,
2022-23,MADHYA PRADESH,ANUPPUR,,0.0,0.0,,
2022-23,MADHYA PRADESH,ASHOKNAGAR,,5501.75,4986.25,87.12,15.93
2022-23,MADHYA PRADESH,BALAGHAT,,10490.82,9749.11,478.34,23.42
2022-23,MADHYA PRADESH,BARWANI,,17609.22,16728.75,588.28,18.52
2022-23,MADHYA PRADESH,BETUL,,6751.35,6222.14,549.98,34.67
2022-23,MADHYA PRADESH,BHIND,,42370.46,39201.11,1246.61,14.9
2022-23,MADHYA PRADESH,BHOPAL,,0.0,0.0,,
2022-23,MADHYA PRADESH,BURHANPUR,,3054.01,2901.31,149.68,18.49
2022-23,MADHYA PRADESH,CHHATARPUR,,15968.83,14734.55,609.36,16.78
2022-23,MADHYA PRADESH,CHHINDWARA,,3630.21,3333.77,81.62,25.06
2022-23,MADHYA PRADESH,DAMOH,,9324.74,8624.32,296.54,10.21
2022-23,MADHYA PRADESH,DATIA,,21817.41,20726.54,660.55,24.89
2022-23,MADHYA PRADESH,DEWAS,,3183.91,2865.52,125.71,19.92
2022-23,MADHYA PRADESH,DHAR,,44526.87,41978.16,1058.77,16.51
2022-23,MADHYA PRADESH,DINDORI,,0.0,0.0,,
2022-23,MADHYA PRADESH,GUNA,,10673.95,9857.21,163.79,13.94
2022-23,MADHYA PRADESH,GWALIOR,,38288.9,36213.34,339.2,10.19
2022-23,MADHYA PRADESH,HARDA,,26327.09,24695.86,184.43,6.47
2022-23,MADHYA PRADESH,HOSHANGABAD,,111313.59,100865.63,949.56,9.03
2022-23,MADHYA PRADESH,INDORE,,1169.96,1082.77,149.54,57.36
2022-23,MADHYA PRADESH,JABALPUR,,18681.12,17485.41,548.35,28.87
2022-23,MADHYA PRADESH,JHABUA,,4231.47,3808.32,125.87,10.72
2022-23,MADHYA PRADESH,KATNI,,4423.48,4070.42,233.95,17.04
2022-23,MADHYA PRADESH,KHANDWA,,53109.97,48080.21,546.82,6.51
2022-23,MADHYA PRADESH,KHARGONE,,39676.28,37443.15,1244.08,12.81
2022-23,MADHYA PRADESH,MANDLA,,5733.49,5446.82,337.67,11.92
2022-23,MADHYA PRADESH,MANDSAUR,,12079.69,11147.35,0.0,48.78
2022-23,MADHYA PRADESH,MORENA,,45404.81,41862.92,2855.08,27.86
2022-23,MADHYA PRADESH,NARSINGHPUR,,14840.38,13903.98,105.04,8.92
2022-23,MADHYA PRADESH,NEEMUCH,,2076.14,1868.52,95.38,59.17
2022-23,MADHYA PRADESH,NIWARI,,3105.9,2950.61,159.65,32.07
2022-23,MADHYA PRADESH,PANNA,,5441.1,4985.38,206.03,17.27
2022-23,MADHYA PRADESH,RAISEN,,17357.12,15621.41,255.51,10.15
2022-23,MADHYA PRADESH,RAJGARH,,0.0,0.0,,
2022-23,MADHYA PRADESH,RATLAM,,1838.31,1746.4,14.46,13.31
2022-23,MADHYA PRADESH,REWA,,7716.83,7138.99,1163.65,49.15
2022-23,MADHYA PRADESH,SAGAR,,6726.59,6281.49,157.48,16.73
2022-23,MADHYA PRADESH,SATNA,,9410.73,8614.67,363.77,9.91
2022-23,MADHYA PRADESH,SEHORE,,18331.91,16498.72,365.55,20.1
2022-23,MADHYA PRADESH,SEONI,,6481.08,5990.58,278.32,17.83
2022-23,MADHYA PRADESH,SHAHDOL,,717.53,681.66,52.89,10.69
2022-23,MADHYA PRADESH,SHAJAPUR,,0.0,0.0,,
2022-23,MADHYA PRADESH,SHEOPUR,,24735.99,22262.38,385.7,9.06
2022-23,MADHYA PRADESH,SHIVPURI,,9662.9,8930.27,326.47,30.74
2022-23,MADHYA PRADESH,SIDHI,,3799.41,3506.24,267.22,11.56
2022-23,MADHYA PRADESH,SINGRAULI,,1117.94,1062.04,175.55,29.1
2022-23,MADHYA PRADESH,TIKAMGARH,,6137.46,5694.66,241.88,40.13
2022-23,MADHYA PRADESH,UJJAIN,,0.0,0.0,,
2022-23,MADHYA PRADESH,UMARIA,,0.0,0.0,,
2022-23,MADHYA PRADESH,VIDISHA,,12997.07,12347.22,437.56,16.15
2022-23,MAHARASHTRA,Ahmednagar,,57826.62,54911.63,1629.94,84.28
2022-23,MAHARASHTRA,Akola,,7749.98,7106.14,307.27,51.65
2022-23,MAHARASHTRA,Amravati,,17239.09,16136.1,940.76,66.37
2022-23,MAHARASHTRA,Aurangabad,,27830.29,26432.7,732.38,72.46
2022-23,MAHARASHTRA,Beed,,28269.16,26855.69,891.74,41.22
2022-23,MAHARASHTRA,Bhandara,,60150.32,54963.75,1415.35,13.36
2022-23,MAHARASHTRA,Buldhana,,10805.82,10189.62,685.25,55.95
2022-23,MAHARASHTRA,Chandrapur,,17764.51,16876.26,2818.56,26.99
2022-23,MAHARASHTRA,Dhule,,18992.76,17707.02,328.34,48.79
2022-23,MAHARASHTRA,Gadchiroli,,6178.36,5786.12,462.85,19.87
2022-23,MAHARASHTRA,Gondia,,25754.7,23999.33,3366.74,32.31
2022-23,MAHARASHTRA,Hingoli,,64464.26,61241.06,769.39,30.04
2022-23,MAHARASHTRA,Jalgaon,,40068.87,37698.53,1281.84,74.78
2022-23,MAHARASHTRA,Jalna,,15158.27,14383.57,174.85,38.73
2022-23,MAHARASHTRA,Kolhapur,,11948.43,10795.7,79.92,23.55
2022-23,MAHARASHTRA,Latur,,5625.27,5344.05,352.17,84.86
2022-23,MAHARASHTRA,Nagpur,,37522.81,35481.02,3968.11,38.83
2022-23,MAHARASHTRA,Nanded,,23803.5,22609.92,1134.22,47.03
2022-23,MAHARASHTRA,Nandurbar,,6831.21,6433.09,822.0,46.05
2022-23,MAHARASHTRA,Nashik,,45368.79,42513.09,807.01,48.2
2022-23,MAHARASHTRA,Osmanabad,,5361.16,5056.61,344.09,77.08
2022-23,MAHARASHTRA,Palghar,,3697.67,3456.36,132.0,20.22
2022-23,MAHARASHTRA,Parbhani,,45855.51,43452.26,847.14,40.99
2022-23,MAHARASHTRA,Pune,,83208.45,77742.68,2919.8,65.99
2022-23,MAHARASHTRA,Raigad,,5453.6,5153.35,94.67,7.49
2022-23,MAHARASHTRA,Ratnagiri,,1367.9,1279.15,76.19,25.87
2022-23,MAHARASHTRA,Sangli,,94431.29,88242.4,1725.97,52.0
2022-23,MAHARASHTRA,Satara,,36991.96,34096.74,1150.95,46.97
2022-23,MAHARASHTRA,Sindhudurg,,596.26,558.8,62.18,58.77
2022-23,MAHARASHTRA,Solapur,,35068.94,33315.49,1127.93,85.03
2022-23,MAHARASHTRA,Thane,,2176.64,2051.04,48.4,6.68
2022-23,MAHARASHTRA,Wardha,,35037.53,33118.65,1152.65,45.42
2022-23,MAHARASHTRA,Washim,,8137.55,7720.26,618.05,35.91
2022-23,MAHARASHTRA,Yawatmal,,26042.96,24323.88,1589.74,34.89
2022-23,MANIPUR,BISHNUPUR,,0.0,0.0,,
2022-23,MANIPUR,CHANDEL,,0.0,0.0,,
2022-23,MANIPUR,CHURACHANPUR,,0.0,0.0,,
2022-23,MANIPUR,IMPHAL EAST,,0.0,0.0,,
2022-23,MANIPUR,IMPHAL WEST,,0.0,0.0,,
2022-23,MANIPUR,SENAPATI,,0.0,0.0,,
2022-23,MANIPUR,TAMENGLONG,,0.0,0.0,,
2022-23,MANIPUR,THOUBAL,,0.0,0.0,,
2022-23,MANIPUR,UKHRUL,,0.0,0.0,,
2022-23,MEGHALAYA,EAST GARO HILLS,,0.0,0.0,,
2022-23,MEGHALAYA,EAST JAINTIA HILLS,,0.0,0.0,,
2022-23,MEGHALAYA,EAST KHASI HILLS,,0.0,0.0,,
2022-23,MEGHALAYA,NORTH GARO HILLS,,0.0,0.0,,
2022-23,MEGHALAYA,RI BHOI,,0.0,0.0,,
2022-23,MEGHALAYA,SOUTH GARO HILLS,,0.0,0.0,,
2022-23,MEGHALAYA,SOUTH WEST GARO HILLS,,0.0,0.0,,
2022-23,MEGHALAYA,SOUTH WEST KHASI HILLS,,0.0,0.0,,
2022-23,MEGHALAYA,WEST GARO HILLS,,0.0,0.0,,
2022-23,MEGHALAYA,WEST JAINTIA HILLS,,0.0,0.0,,
2022-23,MEGHALAYA,WEST KHASI HILLS,,0.0,0.0,,
2022-23,MIZORAM,AIZAWL,,0.0,0.0,,
2022-23,MIZORAM,CHAMPHAI,,0.0,0.0,,
2022-23,MIZORAM,KOLASIB,,0.0,0.0,,
2022-23,MIZORAM,LAWNGTLAI,,0.0,0.0,,
2022-23,MIZORAM,LUNGLEI,,0.0,0.0,,
2022-23,MIZORAM,MAMIT,,0.0,0.0,,
2022-23,MIZORAM,SAIHA,,0.0,0.0,,
2022-23,MIZORAM,SERCHHIP,,0.0,0.0,,
2022-23,NAGALAND,Dimapur,,0.0,0.0,,
2022-23,NAGALAND,Kiphire,,0.0,0.0,,
2022-23,NAGALAND,Kohima,,0.0,0.0,,
2022-23,NAGALAND,Longleng,,0.0,0.0,,
2022-23,NAGALAND,Mokokchung,,0.0,0.0,,
2022-23,NAGALAND,Mon,,0.0,0.0,,
2022-23,NAGALAND,Peren,,0.0,0.0,,
2022-23,NAGALAND,Phek,,0.0,0.0,,
2022-23,NAGALAND,Tuensang,,0.0,0.0,,
2022-23,NAGALAND,Wokha,,0.0,0.0,,
2022-23,NAGALAND,Zunheboto,,0.0,0.0,,
2022-23,ODISHA,ANGUL,,4362.3,3926.06,117.85,45.69
2022-23,ODISHA,BALASORE,,21558.31,19402.48,600.52,23.41
2022-23,ODISHA,BARGARH,,8943.95,8049.56,531.5,25.86
2022-23,ODISHA,BHADRAK,,44146.19,39731.56,1926.42,54.81
2022-23,ODISHA,BOLANGIR,,1864.11,1677.69,56.76,37.75
2022-23,ODISHA,BOUDH,,7314.77,6583.29,402.67,26.56
2022-23,ODISHA,CUTTACK,,26696.48,24026.82,1463.06,43.11
2022-23,ODISHA,DEOGARH,,9467.11,8520.41,55.13,26.76
2022-23,ODISHA,DHENKANAL,,15185.67,13806.33,824.68,27.93
2022-23,ODISHA,GAJAPATI,,2366.85,2130.17,211.16,42.49
2022-23,ODISHA,GANJAM,,42406.62,38165.96,4185.09,38.13
2022-23,ODISHA,JAGATSINGHPUR,,28682.1,25813.88,1215.6,50.68
2022-23,ODISHA,JAJPUR,,12160.68,11040.93,738.0,57.28
2022-23,ODISHA,JHARSUGUDA,,0.0,0.0,,
2022-23,ODISHA,KALAHANDI,,21588.48,19429.65,1161.58,22.78
2022-23,ODISHA,KANDHAMAL,,1596.23,1436.61,10.74,34.89
2022-23,ODISHA,KENDRAPARA,,11422.89,10280.61,685.85,60.51
2022-23,ODISHA,KEONJHAR,,9689.84,8720.86,279.39,41.03
2022-23,ODISHA,KHURDA,,16600.14,14940.14,987.42,42.12
2022-23,ODISHA,KORAPUT,,9890.0,8900.99,573.36,20.67
2022-23,ODISHA,MALKANGIRI,,8867.58,8094.05,207.29,11.35
2022-23,ODISHA,MAYURBHANJ,,26583.58,23925.18,323.46,27.87
2022-23,ODISHA,NABARANGAPUR,,1921.92,1729.73,194.74,24.21
2022-23,ODISHA,NAYAGARH,,6457.49,5811.75,462.51,40.8
2022-23,ODISHA,NUAPADA,,6015.01,5413.5,366.39,53.09
2022-23,ODISHA,PURI,,36103.73,33100.49,3098.09,44.46
2022-23,ODISHA,RAYAGADA,,2795.13,2515.62,55.98,28.93
2022-23,ODISHA,SAMBALPUR,,16338.15,14704.34,381.16,15.41
2022-23,ODISHA,SUBARNAPUR,,8380.77,7636.62,727.62,30.17
2022-23,ODISHA,SUNDARGARH,,4704.36,4233.91,62.05,32.2
2022-23,PUDUCHERRY,KARAIKAL,,2163.1,1946.78,,
2022-23,PUDUCHERRY,PUDUCHERRY,,122.29,110.05,,
2022-23,PUNJAB,Amritsar,,148023.21,133220.91,6391.81,178.11
2022-23,PUNJAB,Barnala,,55420.09,49878.09,2515.45,223.59
2022-23,PUNJAB,Bathinda,,120698.73,108628.84,5858.75,105.0
2022-23,PUNJAB,Faridkot,,63153.97,56838.57,2607.05,128.8
2022-23,PUNJAB,Fatehgarh Sahib,,39348.32,35413.49,2530.3,215.61
2022-23,PUNJAB,Fazilka,,78079.8,70271.81,5069.51,76.21
2022-23,PUNJAB,Firozpur,,147175.49,132457.94,3480.63,131.89
2022-23,PUNJAB,Gurdaspur,,170416.73,153543.17,7070.62,141.99
2022-23,PUNJAB,Hoshiarpur,,85576.84,77901.01,6676.97,120.38
2022-23,PUNJAB,Jalandhar,,80127.79,72115.0,13512.39,263.6
2022-23,PUNJAB,Kapurthala,,67018.75,60316.87,3449.31,237.4
2022-23,PUNJAB,Ludhiana,,159329.75,143396.75,15013.51,221.04
2022-23,PUNJAB,Malerkotla,,21574.44,19416.99,1998.2,302.39
2022-23,PUNJAB,Mansa,,71584.17,64425.76,3243.2,98.94
